C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\center_2022_12_27_18_12_56_167.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\left_2022_12_27_18_12_56_167.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\right_2022_12_27_18_12_56_167.jpg, 0, 1, 0, 30.1902
C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\center_2022_12_27_18_12_56_268.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\left_2022_12_27_18_12_56_268.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\right_2022_12_27_18_12_56_268.jpg, -0.1359192, 1, 0, 30.18557
C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\center_2022_12_27_18_12_56_371.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\left_2022_12_27_18_12_56_371.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\right_2022_12_27_18_12_56_371.jpg, -0.4385607, 1, 0, 30.14981
C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\center_2022_12_27_18_12_56_473.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\left_2022_12_27_18_12_56_473.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\right_2022_12_27_18_12_56_473.jpg, -0.2234332, 1, 0, 30.19002
C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\center_2022_12_27_18_12_56_577.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\left_2022_12_27_18_12_56_577.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\right_2022_12_27_18_12_56_577.jpg, -0.4815475, 1, 0, 30.16081
C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\center_2022_12_27_18_12_56_680.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\left_2022_12_27_18_12_56_680.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\right_2022_12_27_18_12_56_680.jpg, -0.1730773, 1, 0, 30.19256
C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\center_2022_12_27_18_12_56_784.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\left_2022_12_27_18_12_56_784.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\right_2022_12_27_18_12_56_784.jpg, 0, 1, 0, 30.18862
C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\center_2022_12_27_18_12_56_885.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\left_2022_12_27_18_12_56_885.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\right_2022_12_27_18_12_56_885.jpg, 0, 1, 0, 30.19022
C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\center_2022_12_27_18_12_56_984.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\left_2022_12_27_18_12_56_984.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\right_2022_12_27_18_12_56_984.jpg, 0, 1, 0, 30.19006
C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\center_2022_12_27_18_12_57_087.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\left_2022_12_27_18_12_57_087.jpg, C:\Users\Oran Nahum\Self-Driving Car Course - Applied Deep Learning\IMG\right_2022_12_27_18_12_57_087.jpg, 0, 1, 0, 30.19031
